"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","총종업원수","축산물가공업구분명","축산업무구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"342","녹원약국","","서울특별시 송파구 백제고분로50길 26 1층 (방이동)","20130612","운영중","","","","","0","","","","동물약국","423-0203","210380.05947300000  ","446001.92680600000  ","323000001120130011","정상"
"343","소나무약국","","서울특별시 송파구 중대로 80 지하1층 (문정동 롯데마트송파점)","20130613","운영중","","","","","0","","","","동물약국","402-4701","210421.47359600000  ","443596.32991000000  ","323000001120130012","정상"
"344","진약국","","서울특별시 송파구 동남로 138 1층 (문정동 문정크리닉빌딩)","20130704","운영중","","","","","0","","","","동물약국","407-6796","211164.41816200000  ","443526.37588900000  ","323000001120130015","정상"
"345","태평양약국","","서울특별시 송파구 석촌호수로 100 (잠실동)","20130709","운영중","","","","","0","","","","동물약국","2202-0949","207780.36100000000  ","445384.82258100000  ","323000001120130016","정상"
"346","남매약국","서울특별시 송파구 거여동 31번지 ","서울특별시 송파구 오금로64길 4 (거여동)","20130718","운영중","","","","","","","","","동물약국","407-8774","213027.69421500000  ","443687.76940800000  ","323000001120130017","정상"
"347","메디팜양의약국","서울특별시 송파구 잠실동 40번지 갤러리아팰리스 1층 23호","서울특별시 송파구 올림픽로 212 1층 23호 (잠실동 갤러리아팰리스)","20130722","운영중","","","","","","","","","동물약국","423-0683","208349.24091200000  ","445785.25322600000  ","323000001120130019","정상"
"348","큰사랑동물약국","서울특별시 송파구 가락동 164-20번지 ","서울특별시 송파구 동남로 211 (가락동)","20130801","운영중","","","","","0","","","","동물약국","448-8450","211605.75745300000  ","444106.87587900000  ","323000001120130020","정상"
"349","풍납라파약국","서울특별시 송파구 풍납동 141-7번지 ","서울특별시 송파구 바람드리길 32 (풍납동)","20130801","운영중","","","","","","","","","동물약국","488-8878","210546.56567200000  ","448686.80798700000  ","323000001120130021","정상"
"350","왕약국","서울특별시 송파구 삼전동 133-9번지 ","서울특별시 송파구 백제고분로 261 (삼전동)","20130806","운영중","","","","","","","","","동물약국","2202-5941","208447.37766000000  ","444811.04658600000  ","323000001120130022","정상"
"351","새건영약국","서울특별시 송파구 문정동 71-3번지 광덕빌딩 1층 ","서울특별시 송파구 새말로8길 6 1층 (문정동 광덕빌딩)","20130806","운영중","","","","","","","","","동물약국","404-9960","211175.27398800000  ","442537.80267800000  ","323000001120130023","정상"
"352","송파태양약국","서울특별시 송파구 방이동 119번지 1층 ","서울특별시 송파구 백제고분로48길 22 1층 (방이동)","20130807","운영중","","","","","","","","","동물약국","424-3641","210214.83081200000  ","445719.80947300000  ","323000001120130024","정상"
"353","진메디칼약국","서울특별시 송파구 마천동 307-13번지 1층 ","서울특별시 송파구 마천로57길 7 1층 (마천동)","20130812","운영중","","","","","","","","","동물약국","400-9240","213470.00145000000  ","443923.52484900000  ","323000001120130028","정상"
"354","새독일약국","서울특별시 송파구 송파동 97-35번지 ","서울특별시 송파구 송파대로 372 (송파동)","20130814","운영중","","","","","","","","","동물약국","423-9455","209849.51141500000  ","444635.23392900000  ","323000001120130029","정상"
"355","잠실프라자약국","서울특별시 송파구 잠실동 234-9번지 ","서울특별시 송파구 백제고분로 171 (잠실동)","20130816","운영중","","","","","","","","","동물약국","412-7999","207595.37569300000  ","445082.42561900000  ","323000001120130030","정상"
"356","예사랑약국","서울특별시 송파구 송파동 135-3번지 ","서울특별시 송파구 백제고분로 436 (송파동)","20130821","운영중","","","","","","","","","동물약국","413-4881","209907.09878300000  ","445563.73189600000  ","323000001120130031","정상"
"357","그린약국","서울특별시 송파구 잠실동 19-9번지 파인애플상가 406호","서울특별시 송파구 올림픽로 119 4층 406호 (잠실동 파인애플상가)","20130829","운영중","","","","","","","","","동물약국","413-1140010-6743-1140","207443.00173300000  ","445848.66748400000  ","323000001120130032","정상"
"358","뉴프라임약국","서울특별시 송파구 가락동 96-16번지 ","서울특별시 송파구 송파대로 278 (가락동)","20130830","운영중","","","","","","","","","동물약국","403-2638","210411.37498200000  ","443876.00820900000  ","323000001120130033","정상"
"359","마천푸른솔약국","서울특별시 송파구 마천동 118-12번지 1층 ","서울특별시 송파구 거마로 60 (마천동)","20130909","운영중","","","","","0","","","","동물약국","070-4146-2440","212993.07450900000  ","444314.91532100000  ","323000001120130034","정상"
"360","문정약국","서울특별시 송파구 문정동 31번지 ","서울특별시 송파구 동남로4길 25 (문정동)","20131030","운영중","","","","","","","","","동물약국","02-402-1424","211053.16080200000  ","443172.95850900000  ","323000001120130035","정상"
"361","윤약국","서울특별시 송파구 석촌동 174-2번지 ","서울특별시 송파구 백제고분로 365 1층 (석촌동)","20140120","운영중","","","","","0","","","","동물약국","02-422-2884","209398.81036100000  ","445093.94466200000  ","323000001120140001","정상"
"362","송파사거리약국","서울특별시 송파구 석촌동 295-6번지 ","서울특별시 송파구 송파대로 387 1층 (석촌동)","20140304","운영중","","","","","","","","","동물약국","420-4452","209686.43669500000  ","444723.79285200000  ","323000001120140002","정상"
"363","지앤미약국","서울특별시 송파구 가락동 164-23번지 ","서울특별시 송파구 동남로 215 1층 (가락동 동원빌딩)","20140404","운영중","","","","","0","","","","동물약국","02-402-0612","211633.20143000000  ","444134.88849200000  ","323000001120140003","정상"
"364","송파정약국","서울특별시 송파구 장지동 841-4번지 대진프라자 105호","서울특별시 송파구 충민로2길 28 105호 (장지동 대진프라자 )","20140528","운영중","","","","","","","","","동물약국","24317887","211270.35175000000  ","441976.62525600000  ","323000001120140004","정상"
"365","삼성수약국","서울특별시 송파구 신천동 7-29번지 ","서울특별시 송파구 올림픽로35길 123 203호 (신천동 향군타워)","20140704","운영중","","","","","0","","","","동물약국","02-2152-7577","208948.96881100000  ","446348.85587900000  ","323000001120140005","정상"
"366","메디팜대신M약국","서울특별시 송파구 가락동 48번지 ","서울특별시 송파구 송이로 87 (가락동)","20140718","운영중","","","","","0","","","","동물약국","24481121","210681.63371500000  ","444326.95177600000  ","323000001120140006","정상"
"367","송파제일약국","서울특별시 송파구 가락동 164-24번지 동희빌딩 ","서울특별시 송파구 동남로 217 1층 (가락동 동희빌딩)","20150112","운영중","","","","","","","","","동물약국","24096262","211649.65176300000  ","444153.20223700000  ","323000001120150001","정상"
"368","메디팜하나약국","서울특별시 송파구 석촌동 296-17번지 ","서울특별시 송파구 송파대로 365 1층 (석촌동)","20150227","운영중","","","","","0","","","","동물약국","222027109","209823.50212000000  ","444555.72349300000  ","323000001120150004","정상"
"369","다민약국","","서울특별시 양천구 신정이펜2로 20 401호 (신정동 서남프라자1)","20170224","운영중","","","","","","","","","동물약국","","185172.64104100000  ","445931.11409500000  ","314000001120170002","정상"
"370","청수약국","서울특별시 동대문구 용두동 100-1번지 ","서울특별시 동대문구 천호대로25길 81 103호 (용두동 랜드마크타워1)","20170221","운영중","","","","","","","","","동물약국","3493-6912","202999.35030000000  ","453140.89097100000  ","305000001120170003","정상"
"371","새암온누리약국","서울특별시 강북구 번동 449-1번지 1층 101호","서울특별시 강북구 도봉로 308 1층 101호 (번동)","20170216","운영중","","","","","","","","","동물약국","02-988-2552","202119.43659700000  ","459566.98221200000  ","308000001120170002","정상"
"372","건대 가온약국","서울특별시 광진구 화양동 527번지 105호","서울특별시 광진구 광나루로 410 105호 (화양동 KCC파크타운)","20170306","운영중","","","","","","","","","동물약국","","206632.05157900000  ","449674.58843000000  ","304000001120170002","정상"
"373","365프라자약국","서울특별시 중랑구 묵동 162-2번지 ","서울특별시 중랑구 공릉로 63 1층 (묵동)","20170131","운영중","","","","","","","","","동물약국","02-978-4266","206999.43842300000  ","457412.07022700000  ","306000001120170001","정상"
"374","파란문 약국","","서울특별시 마포구 월드컵로1길 14 2층 206호 (합정동 마포한강푸르지오)","20170523","운영중","","","","","","","","","동물약국","","192173              ","449727              ","313000001120170005","정상"
"375","즐거운 약국","","서울특별시 마포구 큰우물로 53 106호 (염리동 마포 네이버타운)","20170523","운영중","","","","","","","","","동물약국","27147588","195106.63586400000  ","449199.37635300000  ","313000001120170006","정상"
"376","큰길약국","서울특별시 강남구 역삼동 826-23번지 지하1층 ","서울특별시 강남구 강남대로 370 지하1층 (역삼동)","20180323","운영중","","","","","","","","","동물약국","","202583.85658800000  ","444045.01491700000  ","322000001120180007","정상"
"377","푸른소나무약국","서울특별시 종로구 수송동 58번지 두산위브파빌리온 207호","서울특별시 종로구 삼봉로 81 두산위브파빌리온 207호 (수송동)","20180419","운영중","","","","","0","","","","동물약국","","198391.50917900000  ","452554.31829500000  ","300000001120180002","정상"
"378","스마트온누리약국","서울특별시 서초구 서초동 1330-20번지 강남애니타워 101호","서울특별시 서초구 강남대로53길 7 강남애니타워 101호 (서초동)","20180419","운영중","","","","","","","","","동물약국","25230365","202499.10449100000  ","443867.90595400000  ","321000001120180004","정상"
